"File","Change","Regression","Detail"
"pdf_a-4e\6.2 graphics\6.2.4 colour spaces\6.2.4.1 general\verapdf test suite 6-2-4-1-t01-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.2 graphics\6.2.4 colour spaces\6.2.4.3 uncalibrated - device colour spaces\verapdf test suite 6-2-4-3-t02-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.3 annotations\6.3.1 annotation types\verapdf test suite 6-3-1-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.3 annotations\6.3.1 annotation types\verapdf test suite 6-3-1-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.3 annotations\6.3.1 annotation types\verapdf test suite 6-3-1-t01-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.3 annotations\6.3.1 annotation types\verapdf test suite 6-3-1-t01-pass-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.3 annotations\6.3.1 annotation types\verapdf test suite 6-3-1-t01-pass-d.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.3 annotations\6.3.2 annotation dictionaries\verapdf test suite 6-3-2-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.3 annotations\6.3.2 annotation dictionaries\verapdf test suite 6-3-2-t01-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.3 annotations\6.3.3 annotation appearances\verapdf test suite 6-3-3-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.3 annotations\6.3.3 annotation appearances\verapdf test suite 6-3-3-t01-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.6 action\6.6.1 general\verapdf test suite 6-6-1-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.6 action\6.6.1 general\verapdf test suite 6-6-1-t01-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.7 metadata\6.7.3 version identification\verapdf test suite 6-7-3-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.7 metadata\6.7.3 version identification\verapdf test suite 6-7-3-t01-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.7 metadata\6.7.3 version identification\verapdf test suite 6-7-3-t01-fail-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.7 metadata\6.7.3 version identification\verapdf test suite 6-7-3-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4e\6.9 embedded files\verapdf test suite 6-9-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.3 annotations\6.3.1 annotation types\verapdf test suite 6-3-1-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.3 annotations\6.3.2 annotation dictionaries\verapdf test suite 6-3-2-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.3 annotations\6.3.3 annotation appearances\verapdf test suite 6-3-3-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.7 metadata\6.7.3 version identification\verapdf test suite 6-7-3-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.7 metadata\6.7.3 version identification\verapdf test suite 6-7-3-t01-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.7 metadata\6.7.3 version identification\verapdf test suite 6-7-3-t01-fail-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.7 metadata\6.7.3 version identification\verapdf test suite 6-7-3-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.9 embedded files\verapdf test suite 6-9-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.9 embedded files\verapdf test suite 6-9-t01-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.9 embedded files\verapdf test suite 6-9-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_a-4f\6.9 embedded files\verapdf test suite 6-9-t01-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-1\5 version identification\5-t01-fail-a.pdf","RULES_CHANGED","False","removed: ISO 19005-1:2005 clause 6.1.4 test 3"
"pdf_ua-1\7.1 general\7.1-t08-fail-a.pdf","RULES_CHANGED","False","removed: ISO 19005-1:2005 clause 6.1.4 test 3"
"pdf_ua-1\7.16 security\7.16-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\5 version identification\5-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\5 version identification\5-t02-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\5 version identification\5-t02-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\5 version identification\5-t03-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\5 version identification\5-t04-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\5 version identification\5-t05-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\5 version identification\5-t05-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.10 forms\8.10.1 general\8.10.1-t02-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.10 forms\8.10.2 context\8.10.2.3 contents entry\8.10.2.3-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.11 metadata\8.11.1 general\8.11.1-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.11 metadata\8.11.1 general\8.11.1-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.11 metadata\8.11.2 interactive aspects\8.11.2-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.11 metadata\8.11.2 interactive aspects\8.11.2-t01-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.11 metadata\8.11.2 interactive aspects\8.11.2-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.14 use of embedded files\8.14.1 descriptions for embedded files\8.14.1-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.1 general\8.2.1-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.2 real content\8.2.2-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.2 real content\8.2.2-t01-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.2 real content\8.2.2-t01-fail-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.2 real content\8.2.2-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.2 real content\8.2.2-t01-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t01-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t01-fail-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t01-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t02-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t02-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t02-fail-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t02-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t03-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t03-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t03-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t04-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.4 structure types\8.2.4-t04-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.12 heading (hn) and (h)\8.2.5.12-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.12 heading (hn) and (h)\8.2.5.12-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.2 document and documentfragment\8.2.5.2-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.2 document and documentfragment\8.2.5.2-t02-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.20 link and reference\8.2.5.20-t02-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.20 link and reference\8.2.5.20-t02-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.20 link and reference\8.2.5.20-t02-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.20 link and reference\8.2.5.20-t02-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.25 list (l, li, lbody)\8.2.5.25-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t01-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t03-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t03-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t04-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t04-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t04-fail-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t05-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t05-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t05-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t05-pass-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t05-pass-d.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t05-pass-e.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.26 table (table, tr, th, td, thead, tbody, tfoot)\8.2.5.26-t06-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.28 figure\8.2.5.28.2 figure properties\8.2.5.28.2-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.28 figure\8.2.5.28.2 figure properties\8.2.5.28.2-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.28 figure\8.2.5.28.2 figure properties\8.2.5.28.2-t01-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.28 figure\8.2.5.28.2 figure properties\8.2.5.28.2-t01-pass-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.29 formula\8.2.5.29-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.2 logical structure\8.2.5 additional requirements for specific structure types\8.2.5.29 formula\8.2.5.29-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-d.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-e.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-f.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-g.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-h.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-i.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-j.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-k.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-l.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-m.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-n.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-o.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-fail-p.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-pass-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-pass-d.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-pass-e.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-pass-f.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-pass-g.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-pass-h.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-pass-i.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.4 declaring natural language\8.4.4-t02-pass-j.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.1 general\8.4.5.3.1-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.1 general\8.4.5.3.1-t01-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.1 general\8.4.5.3.1-t01-fail-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.1 general\8.4.5.3.1-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.1 general\8.4.5.3.1-t01-pass-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.1 general\8.4.5.3.1-t01-pass-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.1 general\8.4.5.3.1-t01-pass-d.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.2 cidfonts\8.4.5.3.2-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.2 cidfonts\8.4.5.3.2-t01-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.2 cidfonts\8.4.5.3.2-t01-fail-c.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.3 composite fonts\8.4.5.3.2 cidfonts\8.4.5.3.2-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.4 cmaps\8.4.5.4-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.4 cmaps\8.4.5.4-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.4 cmaps\8.4.5.4-t02-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.4 cmaps\8.4.5.4-t02-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.4 cmaps\8.4.5.4-t02-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.4 cmaps\8.4.5.4-t03-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.4 cmaps\8.4.5.4-t03-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.5 embedding\8.4.5.5.1 general\8.4.5.5.1-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.5 embedding\8.4.5.5.1 general\8.4.5.5.1-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.6 font metrics\8.4.5.6-t01-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.6 font metrics\8.4.5.6-t01-pass-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.7 character encodings\8.4.5.7-t02-fail-a.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
"pdf_ua-2\8.4 text representation for content\8.4.5 fonts\8.4.5.7 character encodings\8.4.5.7-t02-fail-b.pdf","MISSING_AFTER","True","In baseline report but absent from after report (resave failed or file skipped)"
